normalised_key,reference,title_guess,occurrences,configs,status,matched_source,matched_title,identifier,similarity,errors
joint secure offloading and resource allocation for vehicular edge computing network a multi agent deep reinforcement learning approach ieee transactions on intelligent transportation systems 2023,Joint Secure Offloading and Resource Allocation for Vehicular Edge Computing Network: A Multi-Agent Deep Reinforcement Learning Approach. IEEE Transactions on Intelligent Transportation Systems. 2023.,Joint Secure Offloading and Resource Allocation for Vehicular Edge Computing Network: A Multi-Agent Deep Reinforcement Learning Approach,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Joint Secure Offloading and Resource Allocation for Vehicular Edge Computing Network: A Multi-Agent Deep Reinforcement Learning Approach,10.1109/tits.2023.3242997,1.0,
just energy business needed how to achieve a just energy transition by engaging energy companies in reaching climate neutrality re conceptualising energy law for energy corporations journal of energy natural resources law 2023,Just energy business needed! How to achieve a just energy transition by engaging energy companies in reaching climate neutrality: (re)conceptualising energy law for energy corporations. Journal of Energy & Natural Resources Law. 2023.,Just energy business needed! How to achieve a just energy transition by engaging energy companies in reaching climate neutrality: (re)conceptualising energy law for energy corporations,3,M2c,verified_genuine_but_unretrieved,Crossref,Just energy business needed! How to achieve a just energy transition by engaging energy companies in reaching climate neutrality: (re)conceptualising energy law for energy corporations,10.1080/02646811.2023.2190691,1.0,
knowledge aware iterative retrieval for multi agent systems arxiv preprint 2025,Knowledge-Aware Iterative Retrieval for Multi-Agent Systems. arXiv Preprint. 2025.,Knowledge-Aware Iterative Retrieval for Multi-Agent Systems,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,KAIR: Knowledge-Aware Iterative Retrieval for Multiagent Systems,10.1109/tcss.2026.3668728,0.9508196721311475,
labmate language model based multi agent system to accelerate catalysis experiments sc25 w workshops of the international conference for high performance computing networking storage and analysis 2025,"LABMATE: Language Model Based Multi-Agent System to Accelerate Catalysis Experiments. SC25-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis. 2025.",LABMATE: Language Model Based Multi-Agent System to Accelerate Catalysis Experiments,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,LABMATE: Language Model Based Multi-Agent System to Accelerate Catalysis Experiments,10.1145/3731599.3767399,1.0,
litbench a graph centric large language model benchmarking tool for literature tasks arxiv org 2026,LitBench: A Graph-Centric Large Language Model Benchmarking Tool For Literature Tasks. arXiv.org. 2026.,LitBench: A Graph-Centric Large Language Model Benchmarking Tool For Literature Tasks,3,M1|M2a|M2b,verified_genuine_but_unretrieved,OpenAlex,LitBench: A Graph-Centric Large Language Model Benchmarking Tool For Literature Tasks,https://openalex.org/W7133365039,1.0,
litmof an llm multi agent for literature validated metal organic frameworks database correction and expansion arxiv preprint 2025,LitMOF: An LLM Multi-Agent for Literature-Validated Metal-Organic Frameworks Database Correction and Expansion. arXiv Preprint. 2025.,LitMOF: An LLM Multi-Agent for Literature-Validated Metal-Organic Frameworks Database Correction and Expansion,3,M1|M2a|M2b,verified_genuine_but_unretrieved,OpenAlex,LitMOF: An LLM Multi-Agent for Literature-Validated Metal-Organic Frameworks Database Correction and Expansion,https://doi.org/10.48550/arxiv.2512.01693,1.0,
map evaluation and multi agent enhancement of large language models for inpatient pathways arxiv org 2025,MAP: Evaluation and Multi-Agent Enhancement of Large Language Models for Inpatient Pathways. arXiv.org. 2025.,MAP: Evaluation and Multi-Agent Enhancement of Large Language Models for Inpatient Pathways,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,MAP: evaluation and multi-agent enhancement of large language models for inpatient pathways,10.1038/s44401-026-00085-0,1.0,
machine learning methods for optimization in multi agent decision support system application to sign placement for tsunami evacuation spire sciences po institutional repository 2016,Machine Learning methods for optimization in Multi-Agent Decision Support System : application to Sign Placement for Tsunami Evacuation. SPIRE - Sciences Po Institutional REpository. 2016.,Machine Learning methods for optimization in Multi-Agent Decision Support System : application to Sign Placement for Tsunami Evacuation,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Machine Learning methods for optimization in Multi-Agent Decision Support System : application to Sign Placement for Tsunami Evacuation,10.70675/a34d1652z3358z43ddzbcc2zb130604a9915,1.0,
mapping trends of machine learning in digital service management bibliometric and systematic literature review 2025 international conference on informatics multimedia cyber and information system icimcis 2025,"Mapping Trends of Machine Learning in Digital Service Management: Bibliometric and Systematic Literature Review. 2025 International Conference on Informatics, Multimedia, Cyber and Information System (ICIMCIS). 2025.",Mapping Trends of Machine Learning in Digital Service Management: Bibliometric and Systematic Literature Review,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Mapping Trends of Machine Learning in Digital Service Management: Bibliometric and Systematic Literature Review,10.1109/icimcis68501.2025.11327172,1.0,
methodological inconsistencies in nigerian hpv systematic reviews a meta epidemiological analysis for evidence based policy crossref 2025,Methodological Inconsistencies in Nigerian HPV Systematic Reviews: A Meta- Epidemiological Analysis for Evidence-Based Policy. CrossRef. 2025.,Methodological Inconsistencies in Nigerian HPV Systematic Reviews: A Meta- Epidemiological Analysis for Evidence-Based Policy,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Methodological Inconsistencies in Nigerian HPV Systematic Reviews: A Meta- Epidemiological Analysis for Evidence-Based Policy,10.21203/rs.3.rs-7375794/v1,1.0,
modeling early stages of bone and joint infections dynamics in humans a multi agent multi system based model 万方数据 2020,"Modeling Early Stages of Bone and Joint Infections Dynamics in Humans: A Multi-Agent, Multi-System Based Model. 万方数据. 2020.","Modeling Early Stages of Bone and Joint Infections Dynamics in Humans: A Multi-Agent, Multi-System Based Model",3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,"Modeling Early Stages of Bone and Joint Infections Dynamics in Humans: A Multi-Agent, Multi-System Based Model",10.3389/fmolb.2020.00026,1.0,
modeling social norms in social ecological systems a systematic literature review environmental research letters 2026,Modeling social norms in social-ecological systems: a systematic literature review. Environmental Research Letters. 2026.,Modeling social norms in social-ecological systems: a systematic literature review,3,M1|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Modeling social norms in social-ecological systems: a systematic literature review,10.1088/1748-9326/ae3b55,1.0,
multi agent based information retrieval system using information scent in query log mining for effective web search information retrieval and management 2018,Multi-Agent-Based Information Retrieval System Using Information Scent in Query Log Mining for Effective Web Search. Information Retrieval and Management. 2018.,Multi-Agent-Based Information Retrieval System Using Information Scent in Query Log Mining for Effective Web Search,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Multi-Agent-Based Information Retrieval System Using Information Scent in Query Log Mining for Effective Web Search,10.4018/978-1-5225-5191-1.ch012,1.0,
net zero economy and climate change mitigation quantitative synthesis of the research through a comprehensive bibliometric and network analysis international journal of social science and economic research 2025,Net-Zero Economy and Climate Change Mitigation: Quantitative synthesis of the research through a comprehensive Bibliometric and Network Analysis. International journal of social science and economic research. 2025.,Net-Zero Economy and Climate Change Mitigation: Quantitative synthesis of the research through a comprehensive Bibliometric and Network Analysis,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Net-Zero Economy and Climate Change Mitigation: Quantitative synthesis of the research through a comprehensive Bibliometric and Network Analysis,10.46609/ijsser.2025.v10i11.022,1.0,
partially observable multi agent reinforcement learning with information sharing arxiv preprint 2023,Partially Observable Multi-Agent Reinforcement Learning with Information Sharing. arXiv Preprint. 2023.,Partially Observable Multi-Agent Reinforcement Learning with Information Sharing,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Partially Observable Multiagent Reinforcement Learning with Information Sharing,10.1137/24m1689077,0.9937106918238994,
peer review report for policy evaluation network pen protocol for systematic literature review examining the evidence for impact of policies across seven different policy domains version 2 peer review 1 approved crossref 2020,Peer Review Report For: Policy Evaluation Network (PEN): Protocol for systematic literature review examining the evidence for impact of policies across seven different policy domains [version 2; peer review: 1 approved]. CrossRef. 2020.,Peer Review Report For: Policy Evaluation Network (PEN): Protocol for systematic literature review examining the evidence for impact of policies across seven different policy domains [version 2; peer review: 1 approved],3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Peer Review Report For: Policy Evaluation Network (PEN): Protocol for systematic literature review examining the evidence for impact of policies across seven different policy domains [version 2; peer review: 1 approved],10.21956/hrbopenres.14323.r28482,1.0,
